"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 168 pct corpus = 0.172% doc entropy = 10.2903 word length = 4.5800 coherence = -44610.5344 rank 1 docs = 0.0002 r1 ratio = 0.116"	"uncle aunt cousin old house family nephew auntie niece granny grandmother grandfather came told young tell always see great home cousins room years brother good sister heard went going even aunts just boy poor us ever used dear aunty own remember how right hear coming died say since visit cried voice called relatives because age stay money brought new may says take day knew left uncles under same sent still "	"0.092 | Coatsworth, Elizabeth Jane | Away goes Sally | 1934 0.086 | Stuart, Jesse | Taps for Private Tussie | 1943 0.082 | Hutchins, Maude | The unbelievers downstairs | 1967 0.081 | Rinjing Dorje | Tales of Uncle Tompa, the legenda | 1975 0.07 | Hawkes, Clarence | Wanted a mother | 1922 0.07 | Tinniswood, Peter | Uncle Mort's north country | 1986 0.065 | Welty, Eudora | Losing battles | 1970 "	"0.065 | Spofford, Harriet Elizabeth Pr | The children of the valley | 1901 0.061 | Wentworth, Ruth Starbuck. [fro | Older America | 1921 0.06 | Harris, Bernice Kelly | Sage quarter | 1945 0.06 | Stewart, Donald Ogden | Aunt Polly's story of mankind | 1923 0.059 | White, Nelia (Gardner), Mrs | The pink house | 1950 Welty, Eudora = 0.38% 1911-1953"	"uncles, aunts, cousins"	"human institutions, practices, or relationships"	
"TOPIC 169 pct corpus = 0.087% doc entropy = 8.8015 word length = 2.4250 coherence = -51361.4233 rank 1 docs = 0.0043 r1 ratio = 4.943"	"due da na mo ta i si ha sa ii th hi ka mar lie ms le ho ou ang yon te mi ni sang born may ti et co ot lo wa northeast li hut va southeast ol tok man al oi che di ba am ya ap tor ma la ft id ch ai s bo ut iu aud cf il iii un bi thus t ad hy "	"0.646 | Wooding, E | To be kissed | 1884 0.593 | Knudsen, Carl W | A primer : for use in schools and | 1887 0.583 | Unknown Author | Korean folk tales | 1979 0.554 | Muzones, Ramon L | Margosatubig = the story of Salag | 1979 0.546 | Unknown Author | Caribbean stories : Barbados, Guy | 1977 0.515 | Rovit, Earl H | Crossings | 1973 0.475 | Chappelear, Nancy | The Chappelear family | 1963 "	"0.437 | Auerbach, Berthold | Tales of the Black Forest : selec | 1882 0.434 | Unknown Author | Tales from Luristan = Matalyâ Lu | 1986 0.41 | Rattray, R. S. (Robert Sutherl | Hausa Folk-lore, customs, proverb | 1913 0.399 | Lawlor, Hugh Jackson | The Psalter and martyrology of Ri | 1914 0.397 | Faulkner, William | Doctor Martino and other stories, | 1934 Unknown Author = 8.98% 1895-1970"	"partly other  languages, partly segmentation errors"	"accident of transcription"	
"TOPIC 170 pct corpus = 0.319% doc entropy = 10.3185 word length = 5.4350 coherence = -36407.2715 rank 1 docs = 0.0031 r1 ratio = 0.972"	"music play stage theatre piano audience dance played sing song night first playing show part voice singing act performance sang room scene great dancing heard people hear new company opera musical actor songs concert curtain orchestra singer crowd applause made band hall began evening violin make good actors manager box actress plays last came public chorus tune notes success rehearsal art called musicians circus second dressing musician next sound acting "	"0.19 | Huneker, James | Old Fogy | 1913 0.176 | Chilton, Carroll Brent | The de-assification of music. A p | 1922 0.166 | Felter, Will D. [from old cata | Over the garden wall | 1897 0.154 | Ganong, Joan | Backstage at Stratford | 1962 0.14 | Isaacson, Charles D. (Charles  | Face to face with great musicians | 1918 0.139 | Levin, Michael Graubart | Settling the score : a novel | 1989 0.138 | Reddall, Henry Frederic | Wit and humor of the stage; a col | 1909 "	"0.133 | Brower, Harriette Moore | Home help in music study; learnin | 1918 0.131 | Schauffler, Robert Haven | Fiddler's folly and encores | 1942 0.128 | Foa, George Ronald Raphael | The blood rushed to my pockets; a | 1957 0.125 | Coleman, John | Memoirs of Samuel Phelps | 1886 0.121 | Caldwell, Robert | The performer prepares | 1990 Hughes, Rupert = 0.36% 1909-1964"	"music and theatre"	"human institutions, practices, or relationships"	
"TOPIC 171 pct corpus = 0.231% doc entropy = 9.1169 word length = 4.6150 coherence = -27168.0325 rank 1 docs = 0.0212 r1 ratio = 9.177"	"white negro ai got black man miller nigger just know negroes old cotton coloured folks even house say done right get boy reckon dont niggers going tell town want people because woman maybe big how ever nothing nobody told still see mister aint looking plantation hear until home god ain't while face money toward door gone heard talking somebody let us already mule south seen porch cause mammy yes yard "	"0.235 | Hoban, Russell | Riddley Walker | 1980 0.22 | Faulkner, William | Go down, Moses | 1942 0.218 | Faulkner, William | Big woods | 1955 0.212 | Caldwell, Erskine | Tobacco road | 1932 0.209 | Faulkner, William | As I lay dying | 1930 0.202 | Courlander, Harold | The big old world of Richard Cree | 1962 0.197 | Faulkner, William | Three famous short novels | 1931 "	"0.194 | Hughes, Langston | Simple's Uncle Sam | 1965 0.189 | Faulkner, William | Faulkner's county; tales of Yokna | 1955 0.184 | Beck, Warren | Snopes : a trilogy | 1957 0.181 | Faulkner, William | The mansion | 1959 0.179 | Beck, Warren | Snopes : a trilogy | 1957 Faulkner, William = 7.25% 1936-1971"	"race relations, mostly in the US South"	"nationalities,  ethnicities, or regions"	"Riddley Walker' is admittedly a wild card here, but Hoban's an expat American and the book arguably extends this theme into the future."
"TOPIC 172 pct corpus = 0.751% doc entropy = 10.4942 word length = 5.2900 coherence = -35966.5780 rank 1 docs = 0.0098 r1 ratio = 1.305"	"himself even its own against such might without made knew until yet must most nor self less need set because enough since whose ever pride while failed how end held nothing became despite once demanded hope let beyond refused between took sought needed remained longer gave return first already being neither however new faith under merely offered forced lost kept none law further make far another always final brought word "	"0.2 | Whibley, Charles | A book of scoundrels | 1911 0.163 | Kluger, Richard | The Sheriff of Nottingham | 1992 0.146 | Adams, I. William | Yodogima : in feudalistic Japan | 1911 0.145 | Salverson, Laura Goodman | Lord of the silver dragon : a rom | 1927 0.145 | Bramah, Ernest | Kai Lung unrolls his mat | 1928 0.141 | Shalian, Artin K | Pagan idylls | 1939 0.132 | Trowbridge, W. R. H. (William  | Mirabeau, the demi-god, being the | 1907 "	"0.128 | Street, James H. (James Howell | The velvet doublet | 1953 0.127 | Ty-Casper, Linda | The peninsulars, a novel | 1964 0.122 | Kumar, Param Jit | Till God wakes; immortal story of | 1964 0.119 | Sabatini, Rafael | The king's minion; being the rise | 1930 0.119 | Eiker, Mathilde | The senator's lady, a novel | 1932 Sabatini, Rafael = 0.53% 1921-1969"	"romance-inflected style"	"uncategorized/style"	
"TOPIC 173 pct corpus = 0.32% doc entropy = 10.2056 word length = 5.1450 coherence = -35418.9824 rank 1 docs = 0.0022 r1 ratio = 0.688"	"dead death man old body its black world ghost night human soul evil dream earth grave eyes blood coffin life devil strange angel woman spirit died stone magic light die secret power dark name ghosts god living witch seen fire buried saw moon face found dreams funeral hell those bones corpse lost shadow flesh these darkness heaven alive spirits under cemetery ancient mysterious believe creature satan story mystery years being "	"0.141 | Garratt, Colin Dennis | Scarecrows | 1995 0.137 | Kolyer, John | Recreations of a corpse | 1986 0.133 | Smith, Clark Ashton | Strange shadows : the uncollected | 1961 0.133 | Ellis, Robinson | The tenth declamation (pseudo) Qu | 1913 0.117 | Espino, Frederico Licsi | Puente del Diablo; a poem in thre | 1973 0.111 | Spicer, Jack | Lament for the maker | 1971 0.105 | Fisher, Vardis | Adam and the serpent | 1947 "	"0.103 | Hecht, Ben | Fantazius Mallare : a mysterious  | 1922 0.103 | Musgrave, Susan | Becky Swan's book | 1977 0.099 | Milne, John | Myths and superstitions of the Bu | 1915 0.097 | Pattanaik, Devdutt | Shiva : an introduction | 1997 0.096 | Hecht, Ben | The kingdom of evil, a continuati | 1924 Rice, Anne = 0.48% 1912-1980"	"death and evil"	"uncategorized style"	
"TOPIC 174 pct corpus = 0.183% doc entropy = 8.8694 word length = 5.0700 coherence = -29931.3701 rank 1 docs = 0.0217 r1 ratio = 11.858"	"gods temple city rome caesar greek roman men great even troy slaves goddess slave wine athens greeks war romans man among emperor son people greece sea many achilles zeus priests own high apollo against sacred palace chariot gold whom priest young first venus walls sword also golden master women death soldiers bronze under sacrifice head while god these sun let name ancient most sent ships set new shall left empire "	"0.267 | McLeish, Kenneth | Myths and legends of ancient Rome | 1987 0.264 | Gale, Agnes Spofford Cook | Achilles & Hector : Iliad stories | 1903 0.23 | Slatus, Edgar Evertson | Imperial purple | 1906 0.221 | Zimmern, Alice | Old tales from Rome | 1906 0.211 | Homer | The Iliad of Homer : a line for l | 1944 0.205 | Dowrick, Stephanie | Greek island mythology | 1974 0.203 | Jarry, Alfred | Messalina : a novel of imperial R | 1907 "	"0.197 | Calasso, Roberto | The marriage of Cadmus and Harmon | 1993 0.192 | Peabody, Josephine Preston | Old Greek folk-stories told anew | 1897 0.191 | Homer | The Iliad of Homer, rendered into | 1898 0.189 | Hutchinson, W. M. L. (Winifred | Myths of the gods | 1912 0.183 | Brooks, Edward | The story of the Aeneid | 1899 Homer = 2.67% 1902-1953"	"stories set in classical antiquity"	"genre"	
"TOPIC 175 pct corpus = 0.48% doc entropy = 9.5166 word length = 4.3750 coherence = -21336.3829 rank 1 docs = 0.0420 r1 ratio = 8.75"	"upon master yet such tis good little should great mistress though may might shall set these man indeed cried nay must own nor while how ever since thus twas fair many lad enough say being none poor most king lord hand even came maid think aye our matter within company ay better forth let god ill true make day heart hath sword word made men why lay young mind thought "	"0.387 | Talbot, Ellen V | The courtship of sweet Anne Page | 1902 0.287 | Pyle, Howard | The merry adventures of Robin Hoo | 1883 0.282 | Farnol, Jeffery | Winds of chance | 1934 0.274 | Farnol, Jeffery | Beltane the smith | 1915 0.26 | Burnand, F. C. (Francis Cowley | The incompleat angler | 1887 0.259 | McSpadden, J. Walker (Joseph W | Stories of Robin Hood & his merry | 1904 0.253 | Wallis, Arthur Frederick | Idonia: a romance of old London | 1914 "	"0.253 | Scribner, Frank Kimball | The honor of a princess. A romanc | 1897 0.253 | Farnol, Jeffery | Over the hills | 1930 0.253 | Converse, Florence | Long Will | 1903 0.248 | Stevens, Sheppard | I am the king; | 1898 0.245 | Black, William | Judith Shakespeare; a romance | 1884 Farnol, Jeffery = 1.26% 1896-1921"	"historical romance"	"genre"	
"TOPIC 176 pct corpus = 0.131% doc entropy = 7.3745 word length = 4.9400 coherence = -30653.3091 rank 1 docs = 0.0165 r1 ratio = 12.595"	"v cloth crown j c w edition h net b illustrated illustrations g each cr s r f m t d post p life see extra i vols history l works vol new edited second author english m.a boards mrs sir iv little book rev also series notes etc gilt library stories introduction portrait ii st translated poems tales books price de complete novels story prof old paper england third "	"0.472 | Lawlor, Hugh Jackson | The Psalter and martyrology of Ri | 1914 0.286 | Murray, David Christie | A wasted crime : a novel | 1893 0.238 | Geake, Charles | John Bull's adventures in the fis | 1904 0.221 | Macdonald, Robert M | The moon god's secret | 1910 0.217 | [Hawker, Mary Elizabeth] | Cecilia de No??l | 1891 0.215 | Lang, Andrew | In the wrong paradise, and other  | 1886 0.204 | Davis, Richard Harding | In the fog | 1901 "	"0.197 | Merrick, Leonard | Cynthia, a daughter of the Philis | 1896 0.191 | Robinson, F. W. (Frederick Wil | The woman in the dark | 1895 0.184 | Gibbon, Charles | Fancy free | 1884 0.183 | Croker, B. M. (Bithia Mary) | Married or single? | 1895 0.183 | De Groff, C. E. [from old cata | Pertle Springs and Warrensburg, M | 1891 Unknown Author = 1.64% 1887-1904"	"ads at the back"	"accident of transcription"	
"TOPIC 177 pct corpus = 0.274% doc entropy = 8.9025 word length = 4.8600 coherence = -22473.2392 rank 1 docs = 0.0481 r1 ratio = 17.555"	"de madame monsieur m paris la little rue mme marquis francs mademoiselle france ah himself saint le made good great three nothing day without old man poor those whom shall these chateau under young just des see du still cried moment place dear last oh thousand whose went having yes name quite going between o'clock head hundred left five replied voice first four rose air count carriage door evening round "	"0.238 | Achard, Amédée | Belle Rose | 1898 0.223 | Mountjoy, Henry | The minister of police | 1912 0.212 | Lenotre, G | The house of the Combrays; | 1902 0.212 | Unknown Author | The French noblesse of the XVIII  | 1904 0.209 | Balzac, Honoré de | A harlot's progress = | 1896 0.2 | Balzac, Honoré de | Z. Marcas ; The other side of con | 1898 0.198 | Balzac, Honoré de | The house of Nucingen | 1896 "	"0.197 | Hugo, Victor | The idyll and the epic | 1885 0.197 | Hugo, Victor | Unknown Title | 1885 0.196 | Ohnet, Georges | The ironmaster | 1884 0.195 | Balzac, Honoré de | P??re Goriot | 1885 0.193 | Hugo, Victor | Les miserables. The idyl of the R | 1885 Balzac, Honoré de = 6.28% 1889-1910"	"France"	"nationalities, regions, ethnicities"	
"TOPIC 178 pct corpus = 0.378% doc entropy = 10.3487 word length = 5.1000 coherence = -33434.2009 rank 1 docs = 0.0009 r1 ratio = 0.238"	"married wife marriage husband marry wedding love life house bride family first daughter happy years own father new law year made home day together both divorce between money friends months told marrying days future since make happiness took live best herself loved ceremony left mother should ever always engagement man met end soon later couple ring each news good church course parents son last during bridegroom guests honeymoon still engaged "	"0.127 | Hardy, E. J. (Edward John) | Still happy though married | 1914 0.113 | Cardigan and Lancastre, Adelin | My recollections | 1909 0.108 | Alsop, Gulielma Fell | She's off to marriage, a guide to | 1942 0.105 | Ilos, Paddy | Marriage is the license | 1990 0.103 | Baring, Maurice | A triangle : passages from three  | 1923 0.101 | Unknown Author | Mr. Punch's book of love | 1910 0.091 | Marshall, Archibald | The appletons of Herne, a family  | 1931 "	"0.087 | McDonald, Eva | John Ruskin's wife | 1979 0.085 | Carter, Charles Frederick | The wedding day in literature and | 1900 0.085 | Agomoh, Udo Nwabueze | The banana skin | 1993 0.081 | Borden, Mary | The technique of marriage | 1932 0.08 | Baring, Maurice | Darby and Joan | 1935 Davison, Gladys = 0.32% 1896-1958"	"marriage"	"human institutions, practices, or relationships"	
